date,agent_id,program,channel,shift,work_mode,status
2026-07-11,A1731,TechSupport,voice,07:00-16:00,Office,Working
2026-07-11,A1732,TechSupport,voice,07:00-16:00,Office,Leave
2026-07-11,A1733,TechSupport,voice,07:00-16:00,Office,Working
2026-07-11,A1735,TechSupport,voice,16:00-01:00,Office,Working
2026-07-11,A1736,TechSupport,voice,12:00-21:00,Office,Working
2026-07-11,A1737,TechSupport,voice,23:00-08:00,Office,Working
2026-07-11,A1738,TechSupport,voice,12:00-21:00,WFH,Working
2026-07-11,A1739,TechSupport,voice,16:00-01:00,Office,Working
2026-07-11,A1740,TechSupport,voice,23:00-08:00,Office,Working
2026-07-11,A1741,TechSupport,voice,12:00-21:00,WFH,Working
2026-07-11,A1742,TechSupport,voice,07:00-16:00,Office,Working
2026-07-11,A1743,TechSupport,voice,07:00-16:00,WFH,Working
2026-07-11,A1744,TechSupport,voice,12:00-21:00,Office,Working
2026-07-11,A1746,TechSupport,voice,07:00-16:00,Office,Working
2026-07-11,A1747,TechSupport,voice,23:00-08:00,WFH,Working
2026-07-11,A1750,TechSupport,voice,07:00-16:00,WFH,Working
2026-07-11,A1751,TechSupport,voice,07:00-16:00,WFH,Working
2026-07-11,A1752,TechSupport,voice,12:00-21:00,WFH,Working
2026-07-11,A1753,TechSupport,voice,23:00-08:00,WFH,Working
2026-07-11,A1754,TechSupport,voice,12:00-21:00,WFH,Working
2026-07-11,A1755,TechSupport,voice,07:00-16:00,Office,Working
2026-07-11,A1757,TechSupport,voice,07:00-16:00,WFH,Working
2026-07-11,A1758,TechSupport,voice,12:00-21:00,WFH,Working
2026-07-11,A1759,TechSupport,voice,12:00-21:00,Office,Working
2026-07-11,A1760,TechSupport,voice,16:00-01:00,WFH,Working
2026-07-11,A1761,TechSupport,voice,12:00-21:00,Office,Working
2026-07-11,A1762,TechSupport,voice,23:00-08:00,WFH,Working
2026-07-11,A1764,TechSupport,voice,16:00-01:00,Office,Working
2026-07-11,A1766,TechSupport,voice,12:00-21:00,Office,Working
2026-07-11,A1767,TechSupport,voice,23:00-08:00,WFH,Working
2026-07-11,A1768,TechSupport,voice,16:00-01:00,Office,Working
2026-07-11,A1769,TechSupport,voice,07:00-16:00,Office,Working
2026-07-11,A1770,TechSupport,voice,12:00-21:00,Office,Working
2026-07-11,A1771,TechSupport,voice,16:00-01:00,Office,Working
2026-07-11,A1773,TechSupport,voice,16:00-01:00,Office,Working
2026-07-11,A1774,TechSupport,voice,07:00-16:00,Office,Working
2026-07-11,A1775,TechSupport,voice,12:00-21:00,WFH,Working
2026-07-11,A1778,TechSupport,voice,12:00-21:00,Office,Working
2026-07-11,A1779,TechSupport,voice,16:00-01:00,WFH,Working
2026-07-12,A1421,TechSupport,voice,16:00-01:00,Office,Working
2026-07-12,A1422,TechSupport,voice,07:00-16:00,WFH,Working
2026-07-12,A1423,TechSupport,voice,07:00-16:00,Office,Working
2026-07-12,A1424,TechSupport,voice,23:00-08:00,Office,Working
2026-07-12,A1425,TechSupport,voice,16:00-01:00,WFH,Working
2026-07-12,A1427,TechSupport,voice,07:00-16:00,Office,Working
2026-07-12,A1428,TechSupport,voice,23:00-08:00,Office,Working
2026-07-12,A1430,TechSupport,voice,07:00-16:00,Office,Working
2026-07-12,A1431,TechSupport,voice,07:00-16:00,Office,Working
2026-07-12,A1435,TechSupport,voice,12:00-21:00,Office,Working
2026-07-12,A1437,TechSupport,voice,16:00-01:00,Office,Working
2026-07-12,A1438,TechSupport,voice,12:00-21:00,Office,Working
2026-07-12,A1441,TechSupport,voice,16:00-01:00,Office,Working
2026-07-12,A1443,TechSupport,voice,16:00-01:00,WFH,Working
2026-07-12,A1444,TechSupport,voice,16:00-01:00,Office,Working
2026-07-12,A1446,TechSupport,voice,07:00-16:00,Office,Working
2026-07-12,A1447,TechSupport,voice,16:00-01:00,Office,Working
2026-07-12,A1449,TechSupport,voice,07:00-16:00,Office,Working
2026-07-12,A1450,TechSupport,voice,23:00-08:00,Office,Working
2026-07-12,A1451,TechSupport,voice,12:00-21:00,WFH,Working
2026-07-12,A1452,TechSupport,voice,07:00-16:00,Office,Working
2026-07-12,A1454,TechSupport,voice,07:00-16:00,Office,Leave
2026-07-12,A1455,TechSupport,voice,12:00-21:00,Office,Working
2026-07-12,A1457,TechSupport,voice,23:00-08:00,Office,Working
2026-07-12,A1460,TechSupport,voice,16:00-01:00,Office,Working
2026-07-12,A1464,TechSupport,voice,12:00-21:00,Office,Working
2026-07-12,A1465,TechSupport,voice,23:00-08:00,Office,Working
2026-07-12,A1466,TechSupport,voice,12:00-21:00,Office,Training
2026-07-12,A1467,TechSupport,voice,07:00-16:00,Office,Working
2026-07-12,A1468,TechSupport,voice,07:00-16:00,WFH,Working
2026-07-12,A1469,TechSupport,voice,16:00-01:00,WFH,Working
2026-07-12,A1472,TechSupport,voice,12:00-21:00,WFH,Working
2026-07-12,A1473,TechSupport,voice,12:00-21:00,Office,Working
2026-07-12,A1474,TechSupport,voice,07:00-16:00,Office,Working
2026-07-12,A1475,TechSupport,voice,23:00-08:00,Office,Working
2026-07-12,A1477,TechSupport,voice,07:00-16:00,Office,Working
2026-07-12,A1478,TechSupport,voice,12:00-21:00,Office,Leave
2026-07-12,A1479,TechSupport,voice,12:00-21:00,Office,Working
2026-07-12,A1480,TechSupport,voice,16:00-01:00,Office,Leave
2026-07-12,A1482,TechSupport,voice,07:00-16:00,Office,Working
2026-07-12,A1483,TechSupport,voice,23:00-08:00,Office,Working
2026-07-12,A1486,TechSupport,voice,16:00-01:00,Office,Working
2026-07-12,A1487,TechSupport,voice,16:00-01:00,Office,Working
2026-07-12,A1488,TechSupport,voice,16:00-01:00,WFH,Working
2026-07-12,A1489,TechSupport,voice,12:00-21:00,WFH,Working
2026-07-12,A1491,TechSupport,voice,12:00-21:00,Office,Working
2026-07-12,A1492,TechSupport,voice,07:00-16:00,Office,Working
2026-07-12,A1493,TechSupport,voice,07:00-16:00,Office,Working
2026-07-12,A1495,TechSupport,voice,16:00-01:00,WFH,Working
2026-07-12,A1496,TechSupport,voice,12:00-21:00,WFH,Working
2026-07-12,A1497,TechSupport,voice,07:00-16:00,Office,Working
2026-07-12,A1500,TechSupport,voice,07:00-16:00,WFH,Working
2026-07-12,A1502,TechSupport,voice,16:00-01:00,WFH,Working
2026-07-12,A1503,TechSupport,voice,16:00-01:00,Office,Working
2026-07-12,A1505,TechSupport,voice,07:00-16:00,Office,Working
2026-07-12,A1506,TechSupport,voice,16:00-01:00,Office,Working
2026-07-12,A1507,TechSupport,voice,12:00-21:00,WFH,Working
2026-07-12,A1508,TechSupport,voice,16:00-01:00,WFH,Working
2026-07-12,A1509,TechSupport,voice,07:00-16:00,Office,Working
2026-07-12,A1510,TechSupport,voice,16:00-01:00,Office,Working
2026-07-12,A1511,TechSupport,voice,23:00-08:00,Office,Working
2026-07-12,A1512,TechSupport,voice,16:00-01:00,Office,Leave
2026-07-12,A1514,TechSupport,voice,16:00-01:00,Office,Working
2026-07-12,A1516,TechSupport,voice,07:00-16:00,Office,Working
2026-07-12,A1517,TechSupport,voice,12:00-21:00,WFH,Working
2026-07-12,A1519,TechSupport,voice,12:00-21:00,Office,Working
2026-07-12,A1520,TechSupport,voice,23:00-08:00,Office,Working
2026-07-12,A1523,TechSupport,voice,07:00-16:00,Office,Working
2026-07-12,A1525,TechSupport,voice,07:00-16:00,Office,Working
2026-07-12,A1526,TechSupport,voice,12:00-21:00,WFH,Working
2026-07-12,A1527,TechSupport,voice,07:00-16:00,Office,Working
2026-07-12,A1528,TechSupport,voice,12:00-21:00,Office,Working
2026-07-12,A1529,TechSupport,voice,12:00-21:00,WFH,Leave
2026-07-12,A1530,TechSupport,voice,07:00-16:00,Office,Working
2026-07-12,A1531,TechSupport,voice,07:00-16:00,WFH,Working
2026-07-12,A1533,TechSupport,voice,07:00-16:00,Office,Working
2026-07-12,A1535,TechSupport,voice,12:00-21:00,Office,Working
2026-07-12,A1536,TechSupport,voice,12:00-21:00,WFH,Leave
2026-07-12,A1537,TechSupport,voice,16:00-01:00,WFH,Working
2026-07-12,A1538,TechSupport,voice,07:00-16:00,Office,Working
2026-07-12,A1540,TechSupport,voice,16:00-01:00,Office,Working
2026-07-12,A1541,TechSupport,voice,12:00-21:00,Office,Working
2026-07-12,A1542,TechSupport,voice,23:00-08:00,WFH,Working
2026-07-12,A1544,TechSupport,voice,07:00-16:00,Office,Working
2026-07-12,A1545,TechSupport,voice,12:00-21:00,Office,Working
2026-07-12,A1546,TechSupport,voice,07:00-16:00,WFH,Working
2026-07-12,A1547,TechSupport,voice,07:00-16:00,Office,Working
2026-07-12,A1550,TechSupport,voice,12:00-21:00,WFH,Working
2026-07-12,A1551,TechSupport,voice,07:00-16:00,WFH,Working
2026-07-12,A1552,TechSupport,voice,07:00-16:00,Office,Working
2026-07-12,A1553,TechSupport,voice,23:00-08:00,Office,Working
2026-07-12,A1556,TechSupport,voice,16:00-01:00,Office,Leave
2026-07-12,A1557,TechSupport,voice,12:00-21:00,Office,Working
2026-07-12,A1558,TechSupport,voice,16:00-01:00,Office,Working
2026-07-12,A1560,TechSupport,voice,23:00-08:00,Office,Leave
2026-07-12,A1561,TechSupport,voice,07:00-16:00,Office,Working
2026-07-12,A1562,TechSupport,voice,12:00-21:00,Office,Working
2026-07-12,A1563,TechSupport,voice,23:00-08:00,WFH,Working
2026-07-12,A1564,TechSupport,voice,07:00-16:00,Office,Working
2026-07-12,A1565,TechSupport,voice,07:00-16:00,Office,Training
2026-07-12,A1566,TechSupport,voice,16:00-01:00,Office,Working
2026-07-12,A1567,TechSupport,voice,16:00-01:00,Office,Working
2026-07-12,A1571,TechSupport,voice,07:00-16:00,WFH,Working
2026-07-12,A1572,TechSupport,voice,16:00-01:00,WFH,Working
2026-07-12,A1575,TechSupport,voice,07:00-16:00,Office,Working
2026-07-12,A1576,TechSupport,voice,07:00-16:00,Office,Working
2026-07-12,A1577,TechSupport,voice,16:00-01:00,Office,Working
2026-07-12,A1578,TechSupport,voice,07:00-16:00,Office,Working
2026-07-12,A1579,TechSupport,voice,07:00-16:00,Office,Working
2026-07-12,A1580,TechSupport,voice,23:00-08:00,Office,Working
2026-07-12,A1581,TechSupport,voice,12:00-21:00,Office,Working
2026-07-12,A1583,TechSupport,voice,07:00-16:00,Office,Working
2026-07-12,A1584,TechSupport,voice,07:00-16:00,Office,Training
2026-07-12,A1585,TechSupport,voice,16:00-01:00,WFH,Working
2026-07-12,A1586,TechSupport,voice,12:00-21:00,Office,Working
2026-07-12,A1587,TechSupport,voice,07:00-16:00,Office,Working
2026-07-12,A1589,TechSupport,voice,07:00-16:00,Office,Working
2026-07-12,A1590,TechSupport,voice,07:00-16:00,Office,Working
2026-07-12,A1591,TechSupport,voice,07:00-16:00,Office,Working
2026-07-12,A1593,TechSupport,voice,07:00-16:00,Office,Working
2026-07-12,A1594,TechSupport,voice,12:00-21:00,Office,Working
2026-07-12,A1595,TechSupport,voice,12:00-21:00,Office,Working
2026-07-12,A1596,TechSupport,voice,12:00-21:00,Office,Working
2026-07-12,A1598,TechSupport,voice,07:00-16:00,Office,Working
2026-07-12,A1600,TechSupport,voice,12:00-21:00,Office,Working
2026-07-12,A1602,TechSupport,voice,07:00-16:00,WFH,Leave
2026-07-12,A1603,TechSupport,voice,16:00-01:00,WFH,Working
2026-07-12,A1604,TechSupport,voice,16:00-01:00,Office,Working
2026-07-12,A1605,TechSupport,voice,07:00-16:00,Office,Working
2026-07-12,A1606,TechSupport,voice,07:00-16:00,WFH,Working
2026-07-12,A1609,TechSupport,voice,12:00-21:00,Office,Working
2026-07-12,A1610,TechSupport,voice,07:00-16:00,Office,Working
2026-07-12,A1612,TechSupport,voice,12:00-21:00,Office,Leave
2026-07-12,A1613,TechSupport,voice,16:00-01:00,Office,Training
2026-07-12,A1614,TechSupport,voice,16:00-01:00,Office,Working
2026-07-12,A1617,TechSupport,voice,23:00-08:00,Office,Working
2026-07-12,A1618,TechSupport,voice,12:00-21:00,Office,Working
2026-07-12,A1620,TechSupport,voice,12:00-21:00,Office,Leave
2026-07-12,A1622,TechSupport,voice,12:00-21:00,Office,Working
2026-07-12,A1623,TechSupport,voice,12:00-21:00,Office,Working
2026-07-12,A1626,TechSupport,voice,07:00-16:00,WFH,Working
2026-07-12,A1627,TechSupport,voice,12:00-21:00,Office,Working
2026-07-12,A1628,TechSupport,voice,12:00-21:00,WFH,Working
2026-07-12,A1629,TechSupport,voice,16:00-01:00,Office,Working
2026-07-12,A1631,TechSupport,voice,07:00-16:00,WFH,Working
2026-07-12,A1632,TechSupport,voice,16:00-01:00,Office,Working
2026-07-12,A1634,TechSupport,voice,16:00-01:00,Office,Working
2026-07-12,A1635,TechSupport,voice,12:00-21:00,WFH,Training
2026-07-12,A1636,TechSupport,voice,12:00-21:00,Office,Leave
2026-07-12,A1638,TechSupport,voice,23:00-08:00,Office,Working
2026-07-12,A1641,TechSupport,voice,16:00-01:00,Office,Leave
2026-07-12,A1642,TechSupport,voice,12:00-21:00,Office,Working
2026-07-12,A1645,TechSupport,voice,07:00-16:00,WFH,Working
2026-07-12,A1646,TechSupport,voice,07:00-16:00,Office,Working
2026-07-12,A1647,TechSupport,voice,07:00-16:00,Office,Working
2026-07-12,A1648,TechSupport,voice,07:00-16:00,Office,Working
2026-07-12,A1649,TechSupport,voice,12:00-21:00,Office,Leave
2026-07-12,A1650,TechSupport,voice,07:00-16:00,Office,Working
2026-07-12,A1651,TechSupport,voice,12:00-21:00,Office,Working
2026-07-12,A1652,TechSupport,voice,07:00-16:00,Office,Working
2026-07-12,A1653,TechSupport,voice,07:00-16:00,Office,Working
2026-07-12,A1655,TechSupport,voice,12:00-21:00,WFH,Working
2026-07-12,A1656,TechSupport,voice,12:00-21:00,WFH,Working
2026-07-12,A1658,TechSupport,voice,23:00-08:00,WFH,Working
2026-07-12,A1659,TechSupport,voice,12:00-21:00,Office,Working
2026-07-12,A1660,TechSupport,voice,07:00-16:00,Office,Working
2026-07-12,A1661,TechSupport,voice,07:00-16:00,Office,Working
2026-07-12,A1664,TechSupport,voice,16:00-01:00,Office,Working
2026-07-12,A1665,TechSupport,voice,16:00-01:00,Office,Working
2026-07-12,A1666,TechSupport,voice,07:00-16:00,WFH,Working
2026-07-12,A1667,TechSupport,voice,12:00-21:00,Office,Working
2026-07-12,A1668,TechSupport,voice,16:00-01:00,Office,Leave
2026-07-12,A1670,TechSupport,voice,07:00-16:00,Office,Working
2026-07-12,A1671,TechSupport,voice,12:00-21:00,WFH,Working
2026-07-12,A1672,TechSupport,voice,07:00-16:00,Office,Working
2026-07-12,A1673,TechSupport,voice,23:00-08:00,WFH,Working
2026-07-12,A1674,TechSupport,voice,07:00-16:00,Office,Working
2026-07-12,A1675,TechSupport,voice,16:00-01:00,Office,Working
2026-07-12,A1678,TechSupport,voice,16:00-01:00,Office,Working
2026-07-12,A1679,TechSupport,voice,12:00-21:00,WFH,Working
2026-07-12,A1680,TechSupport,voice,23:00-08:00,Office,Working
2026-07-12,A1683,TechSupport,voice,12:00-21:00,Office,Working
2026-07-12,A1684,TechSupport,voice,16:00-01:00,Office,Working
2026-07-12,A1686,TechSupport,voice,12:00-21:00,Office,Working
2026-07-12,A1688,TechSupport,voice,16:00-01:00,WFH,Working
2026-07-12,A1689,TechSupport,voice,07:00-16:00,Office,Working
2026-07-12,A1690,TechSupport,voice,12:00-21:00,WFH,Working
2026-07-12,A1691,TechSupport,voice,07:00-16:00,WFH,Working
2026-07-12,A1693,TechSupport,voice,07:00-16:00,Office,Working
2026-07-12,A1696,TechSupport,voice,12:00-21:00,WFH,Working
2026-07-12,A1697,TechSupport,voice,07:00-16:00,Office,Working
2026-07-12,A1698,TechSupport,voice,16:00-01:00,Office,Working
2026-07-12,A1699,TechSupport,voice,23:00-08:00,WFH,Working
2026-07-12,A1700,TechSupport,voice,23:00-08:00,Office,Working
2026-07-12,A1701,TechSupport,voice,23:00-08:00,WFH,Working
2026-07-12,A1702,TechSupport,voice,23:00-08:00,WFH,Working
2026-07-12,A1704,TechSupport,voice,23:00-08:00,Office,Working
2026-07-12,A1705,TechSupport,voice,23:00-08:00,Office,Working
2026-07-12,A1706,TechSupport,voice,12:00-21:00,Office,Working
2026-07-12,A1707,TechSupport,voice,23:00-08:00,Office,Working
2026-07-12,A1709,TechSupport,voice,16:00-01:00,WFH,Working
2026-07-12,A1712,TechSupport,voice,12:00-21:00,WFH,Working
2026-07-12,A1713,TechSupport,voice,16:00-01:00,WFH,Working
2026-07-12,A1714,TechSupport,voice,16:00-01:00,Office,Leave
2026-07-12,A1716,TechSupport,voice,23:00-08:00,WFH,Working
2026-07-12,A1718,TechSupport,voice,23:00-08:00,Office,Working
2026-07-12,A1719,TechSupport,voice,07:00-16:00,Office,Working
2026-07-12,A1722,TechSupport,voice,12:00-21:00,Office,Working
2026-07-12,A1723,TechSupport,voice,07:00-16:00,WFH,Working
2026-07-12,A1724,TechSupport,voice,12:00-21:00,Office,Working
2026-07-12,A1725,TechSupport,voice,12:00-21:00,Office,Leave
2026-07-12,A1727,TechSupport,voice,16:00-01:00,Office,Working
2026-07-12,A1728,TechSupport,voice,16:00-01:00,Office,Leave
2026-07-12,A1729,TechSupport,voice,07:00-16:00,Office,Working
2026-07-12,A1730,TechSupport,voice,16:00-01:00,WFH,Working
2026-07-12,A1731,TechSupport,voice,07:00-16:00,Office,Working
2026-07-12,A1732,TechSupport,voice,07:00-16:00,Office,Working
2026-07-12,A1733,TechSupport,voice,07:00-16:00,Office,Working
2026-07-12,A1735,TechSupport,voice,16:00-01:00,Office,Working
2026-07-12,A1736,TechSupport,voice,12:00-21:00,Office,Working
2026-07-12,A1738,TechSupport,voice,12:00-21:00,WFH,Working
2026-07-12,A1740,TechSupport,voice,23:00-08:00,Office,Leave
2026-07-12,A1741,TechSupport,voice,12:00-21:00,WFH,Leave
2026-07-12,A1742,TechSupport,voice,07:00-16:00,Office,Working
2026-07-12,A1743,TechSupport,voice,07:00-16:00,WFH,Working
2026-07-12,A1744,TechSupport,voice,12:00-21:00,Office,Working
2026-07-12,A1746,TechSupport,voice,07:00-16:00,Office,Working
2026-07-12,A1747,TechSupport,voice,23:00-08:00,WFH,Working
2026-07-12,A1750,TechSupport,voice,07:00-16:00,WFH,Working
2026-07-12,A1751,TechSupport,voice,07:00-16:00,WFH,Working
2026-07-12,A1752,TechSupport,voice,12:00-21:00,WFH,Working
2026-07-12,A1754,TechSupport,voice,12:00-21:00,WFH,Working
2026-07-12,A1756,TechSupport,voice,12:00-21:00,Office,Working
2026-07-12,A1757,TechSupport,voice,07:00-16:00,WFH,Working
2026-07-12,A1758,TechSupport,voice,12:00-21:00,WFH,Leave
2026-07-12,A1759,TechSupport,voice,12:00-21:00,Office,Working
2026-07-12,A1760,TechSupport,voice,16:00-01:00,WFH,Working
2026-07-12,A1763,TechSupport,voice,07:00-16:00,Office,Training
2026-07-12,A1764,TechSupport,voice,16:00-01:00,Office,Training
2026-07-12,A1765,TechSupport,voice,07:00-16:00,Office,Working
2026-07-12,A1766,TechSupport,voice,12:00-21:00,Office,Working
2026-07-12,A1767,TechSupport,voice,23:00-08:00,WFH,Working
2026-07-12,A1769,TechSupport,voice,07:00-16:00,Office,Working
2026-07-12,A1770,TechSupport,voice,12:00-21:00,Office,Working
2026-07-12,A1771,TechSupport,voice,16:00-01:00,Office,Training
2026-07-12,A1772,TechSupport,voice,23:00-08:00,Office,Working
2026-07-12,A1774,TechSupport,voice,07:00-16:00,Office,Working
2026-07-12,A1775,TechSupport,voice,12:00-21:00,WFH,Working
2026-07-12,A1777,TechSupport,voice,07:00-16:00,WFH,Working
2026-07-12,A1778,TechSupport,voice,12:00-21:00,Office,Working
2026-07-12,A1779,TechSupport,voice,16:00-01:00,WFH,Working
2026-07-13,A1420,TechSupport,voice,07:00-16:00,Office,Working
2026-07-13,A1422,TechSupport,voice,07:00-16:00,WFH,Working
2026-07-13,A1423,TechSupport,voice,07:00-16:00,Office,Working
2026-07-13,A1425,TechSupport,voice,16:00-01:00,WFH,Working
2026-07-13,A1426,TechSupport,voice,07:00-16:00,WFH,Working
2026-07-13,A1427,TechSupport,voice,07:00-16:00,Office,Working
2026-07-13,A1429,TechSupport,voice,07:00-16:00,WFH,Working
2026-07-13,A1430,TechSupport,voice,07:00-16:00,Office,Working
2026-07-13,A1433,TechSupport,voice,12:00-21:00,Office,Working
2026-07-13,A1434,TechSupport,voice,23:00-08:00,Office,Working
2026-07-13,A1435,TechSupport,voice,12:00-21:00,Office,Working
2026-07-13,A1437,TechSupport,voice,16:00-01:00,Office,Working
2026-07-13,A1440,TechSupport,voice,16:00-01:00,WFH,Working
2026-07-13,A1441,TechSupport,voice,16:00-01:00,Office,Working
2026-07-13,A1447,TechSupport,voice,16:00-01:00,Office,Working
2026-07-13,A1449,TechSupport,voice,07:00-16:00,Office,Working
2026-07-13,A1450,TechSupport,voice,23:00-08:00,Office,Working
2026-07-13,A1451,TechSupport,voice,12:00-21:00,WFH,Working
2026-07-13,A1452,TechSupport,voice,07:00-16:00,Office,Working
2026-07-13,A1454,TechSupport,voice,07:00-16:00,Office,Working
2026-07-13,A1455,TechSupport,voice,12:00-21:00,Office,Leave
2026-07-13,A1456,TechSupport,voice,12:00-21:00,Office,Working
2026-07-13,A1462,TechSupport,voice,23:00-08:00,WFH,Working
2026-07-13,A1463,TechSupport,voice,23:00-08:00,Office,Working
2026-07-13,A1465,TechSupport,voice,23:00-08:00,Office,Working
2026-07-13,A1467,TechSupport,voice,07:00-16:00,Office,Working
2026-07-13,A1468,TechSupport,voice,07:00-16:00,WFH,Working
2026-07-13,A1469,TechSupport,voice,16:00-01:00,WFH,Working
2026-07-13,A1470,TechSupport,voice,07:00-16:00,Office,Leave
2026-07-13,A1471,TechSupport,voice,12:00-21:00,Office,Working
2026-07-13,A1473,TechSupport,voice,12:00-21:00,Office,Working
2026-07-13,A1474,TechSupport,voice,07:00-16:00,Office,Leave
2026-07-13,A1475,TechSupport,voice,23:00-08:00,Office,Working
2026-07-13,A1476,TechSupport,voice,12:00-21:00,WFH,Working
2026-07-13,A1477,TechSupport,voice,07:00-16:00,Office,Working
2026-07-13,A1478,TechSupport,voice,12:00-21:00,Office,Working
2026-07-13,A1481,TechSupport,voice,12:00-21:00,WFH,Working
2026-07-13,A1482,TechSupport,voice,07:00-16:00,Office,Working
2026-07-13,A1483,TechSupport,voice,23:00-08:00,Office,Working
2026-07-13,A1485,TechSupport,voice,07:00-16:00,Office,Working
2026-07-13,A1486,TechSupport,voice,16:00-01:00,Office,Leave
2026-07-13,A1488,TechSupport,voice,16:00-01:00,WFH,Working
2026-07-13,A1489,TechSupport,voice,12:00-21:00,WFH,Working
2026-07-13,A1490,TechSupport,voice,12:00-21:00,Office,Working
2026-07-13,A1491,TechSupport,voice,12:00-21:00,Office,Working
2026-07-13,A1492,TechSupport,voice,07:00-16:00,Office,Working
2026-07-13,A1493,TechSupport,voice,07:00-16:00,Office,Working
2026-07-13,A1494,TechSupport,voice,23:00-08:00,Office,Working
2026-07-13,A1495,TechSupport,voice,16:00-01:00,WFH,Working
2026-07-13,A1496,TechSupport,voice,12:00-21:00,WFH,Working
2026-07-13,A1497,TechSupport,voice,07:00-16:00,Office,Working
2026-07-13,A1498,TechSupport,voice,16:00-01:00,Office,Working
2026-07-13,A1499,TechSupport,voice,07:00-16:00,WFH,Working
2026-07-13,A1500,TechSupport,voice,07:00-16:00,WFH,Working
2026-07-13,A1502,TechSupport,voice,16:00-01:00,WFH,Working
2026-07-13,A1503,TechSupport,voice,16:00-01:00,Office,Working
2026-07-13,A1505,TechSupport,voice,07:00-16:00,Office,Working
2026-07-13,A1506,TechSupport,voice,16:00-01:00,Office,Working
2026-07-13,A1507,TechSupport,voice,12:00-21:00,WFH,Working
2026-07-13,A1508,TechSupport,voice,16:00-01:00,WFH,Working
2026-07-13,A1509,TechSupport,voice,07:00-16:00,Office,Working
2026-07-13,A1511,TechSupport,voice,23:00-08:00,Office,Working
2026-07-13,A1514,TechSupport,voice,16:00-01:00,Office,Working
2026-07-13,A1515,TechSupport,voice,12:00-21:00,WFH,Working
2026-07-13,A1517,TechSupport,voice,12:00-21:00,WFH,Working
2026-07-13,A1519,TechSupport,voice,12:00-21:00,Office,Working
2026-07-13,A1520,TechSupport,voice,23:00-08:00,Office,Working
2026-07-13,A1522,TechSupport,voice,12:00-21:00,Office,Working
2026-07-13,A1523,TechSupport,voice,07:00-16:00,Office,Working
2026-07-13,A1524,TechSupport,voice,16:00-01:00,WFH,Working
2026-07-13,A1526,TechSupport,voice,12:00-21:00,WFH,Leave
2026-07-13,A1527,TechSupport,voice,07:00-16:00,Office,Working
2026-07-13,A1528,TechSupport,voice,12:00-21:00,Office,Working
2026-07-13,A1531,TechSupport,voice,07:00-16:00,WFH,Working
2026-07-13,A1532,TechSupport,voice,23:00-08:00,Office,Working
2026-07-13,A1533,TechSupport,voice,07:00-16:00,Office,Working
2026-07-13,A1534,TechSupport,voice,12:00-21:00,Office,Working
2026-07-13,A1535,TechSupport,voice,12:00-21:00,Office,Working
2026-07-13,A1536,TechSupport,voice,12:00-21:00,WFH,Working
2026-07-13,A1537,TechSupport,voice,16:00-01:00,WFH,Working
2026-07-13,A1538,TechSupport,voice,07:00-16:00,Office,Working
2026-07-13,A1539,TechSupport,voice,12:00-21:00,Office,Working
2026-07-13,A1540,TechSupport,voice,16:00-01:00,Office,Working
2026-07-13,A1541,TechSupport,voice,12:00-21:00,Office,Working
2026-07-13,A1544,TechSupport,voice,07:00-16:00,Office,Working
2026-07-13,A1545,TechSupport,voice,12:00-21:00,Office,Working
2026-07-13,A1547,TechSupport,voice,07:00-16:00,Office,Working
2026-07-13,A1548,TechSupport,voice,12:00-21:00,Office,Working
2026-07-13,A1551,TechSupport,voice,07:00-16:00,WFH,Working
2026-07-13,A1552,TechSupport,voice,07:00-16:00,Office,Working
2026-07-13,A1553,TechSupport,voice,23:00-08:00,Office,Working
2026-07-13,A1554,TechSupport,voice,23:00-08:00,Office,Working
2026-07-13,A1555,TechSupport,voice,07:00-16:00,WFH,Working
2026-07-13,A1556,TechSupport,voice,16:00-01:00,Office,Working
2026-07-13,A1557,TechSupport,voice,12:00-21:00,Office,Working
2026-07-13,A1558,TechSupport,voice,16:00-01:00,Office,Training
2026-07-13,A1559,TechSupport,voice,12:00-21:00,WFH,Working
2026-07-13,A1561,TechSupport,voice,07:00-16:00,Office,Working
2026-07-13,A1562,TechSupport,voice,12:00-21:00,Office,Working
2026-07-13,A1563,TechSupport,voice,23:00-08:00,WFH,Working
2026-07-13,A1564,TechSupport,voice,07:00-16:00,Office,Working
2026-07-13,A1567,TechSupport,voice,16:00-01:00,Office,Working
2026-07-13,A1570,TechSupport,voice,16:00-01:00,WFH,Working
2026-07-13,A1573,TechSupport,voice,16:00-01:00,WFH,Working
2026-07-13,A1574,TechSupport,voice,23:00-08:00,WFH,Working
2026-07-13,A1575,TechSupport,voice,07:00-16:00,Office,Working
2026-07-13,A1576,TechSupport,voice,07:00-16:00,Office,Working
2026-07-13,A1579,TechSupport,voice,07:00-16:00,Office,Working
2026-07-13,A1580,TechSupport,voice,23:00-08:00,Office,Working
2026-07-13,A1581,TechSupport,voice,12:00-21:00,Office,Working
2026-07-13,A1583,TechSupport,voice,07:00-16:00,Office,Working
2026-07-13,A1584,TechSupport,voice,07:00-16:00,Office,Working
2026-07-13,A1585,TechSupport,voice,16:00-01:00,WFH,Working
2026-07-13,A1586,TechSupport,voice,12:00-21:00,Office,Working
2026-07-13,A1587,TechSupport,voice,07:00-16:00,Office,Working
2026-07-13,A1589,TechSupport,voice,07:00-16:00,Office,Working
